13.070000, -30861.000000, 394.000000
13.080000, -30860.000000, 394.000000
13.090000, -30861.000000, 394.000000
13.100000, -30861.000000, 395.000000
13.110000, -30860.000000, 394.000000
13.120000, -30860.000000, 394.000000
13.130000, -30861.000000, 393.000000
13.140000, -30861.000000, 394.000000
13.150000, -30860.000000, 393.000000
13.160000, -30861.000000, 393.000000
13.170000, -30860.000000, 393.000000
13.180000, -30861.000000, 392.000000
13.190000, -30862.000000, 392.000000
13.200000, -30860.000000, 395.000000
13.210000, -30862.000000, 397.000000
13.220000, -30860.000000, 397.000000
13.230000, -30861.000000, 394.000000
13.240000, -30863.000000, 388.000000
13.250000, -30860.000000, 386.000000
13.260000, -30861.000000, 381.000000
13.270000, -30860.000000, 379.000000
13.280000, -30860.000000, 380.000000
13.290000, -30860.000000, 380.000000
13.300000, -30859.000000, 380.000000
13.310000, -30861.000000, 378.000000
13.320000, -30860.000000, 379.000000
13.330000, -30860.000000, 379.000000
13.340000, -30860.000000, 379.000000
13.350000, -30860.000000, 380.000000
13.360000, -30862.000000, 380.000000
13.370000, -30860.000000, 380.000000
13.380000, -30861.000000, 380.000000
13.390000, -30862.000000, 379.000000
13.400000, -30861.000000, 378.000000
13.410000, -30860.000000, 377.000000
13.420000, -30861.000000, 378.000000
13.430000, -30861.000000, 379.000000
13.440000, -30860.000000, 379.000000
13.450000, -30861.000000, 377.000000
13.460000, -30860.000000, 377.000000
13.470000, -30863.000000, 373.000000
13.480000, -30860.000000, 371.000000
13.490000, -30861.000000, 372.000000
13.500000, -30862.000000, 372.000000
13.510000, -30861.000000, 371.000000
13.520000, -30861.000000, 369.000000
13.530000, -30859.000000, 368.000000
13.540000, -30861.000000, 363.000000
13.550000, -30860.000000, 360.000000
13.560000, -30861.000000, 360.000000
13.570000, -30861.000000, 358.000000
13.580000, -30860.000000, 359.000000
13.590000, -30862.000000, 361.000000
13.600000, -30861.000000, 361.000000
13.610000, -30860.000000, 365.000000
13.620000, -30860.000000, 365.000000
13.630000, -30861.000000, 364.000000
13.640000, -30861.000000, 365.000000
13.650000, -30860.000000, 364.000000
13.660000, -30860.000000, 363.000000
13.670000, -30861.000000, 365.000000
13.680000, -30860.000000, 366.000000
13.690000, -30860.000000, 365.000000
13.700000, -30861.000000, 364.000000
13.710000, -30860.000000, 361.000000
13.720000, -30861.000000, 358.000000
13.730000, -30861.000000, 355.000000
13.740000, -30860.000000, 352.000000
13.750000, -30861.000000, 351.000000
13.760000, -30860.000000, 350.000000
13.770000, -30860.000000, 352.000000
13.780000, -30861.000000, 354.000000
13.790000, -30859.000000, 354.000000
13.800000, -30862.000000, 354.000000
13.810000, -30860.000000, 352.000000
13.820000, -30859.000000, 349.000000
13.830000, -30862.000000, 349.000000
13.840000, -30860.000000, 350.000000
13.850000, -30861.000000, 350.000000
13.860000, -30860.000000, 351.000000
13.870000, -30860.000000, 353.000000
13.880000, -30861.000000, 353.000000
13.890000, -30861.000000, 354.000000
13.900000, -30861.000000, 351.000000
13.910000, -30860.000000, 350.000000
13.920000, -30860.000000, 351.000000
13.930000, -30860.000000, 352.000000
13.940000, -30861.000000, 352.000000
13.950000, -30861.000000, 351.000000
13.960000, -30861.000000, 351.000000
13.970000, -30860.000000, 350.000000
13.980000, -30861.000000, 350.000000
13.990000, -30861.000000, 349.000000
14.000000, -30861.000000, 346.000000
14.010000, -30860.000000, 346.000000
14.020000, -30860.000000, 349.000000
14.030000, -30862.000000, 349.000000
14.040000, -30860.000000, 352.000000
14.050000, -30861.000000, 350.000000
14.060000, -30860.000000, 347.000000
14.070000, -30861.000000, 346.000000
14.080000, -30861.000000, 346.000000
14.090000, -30859.000000, 344.000000
14.100000, -30861.000000, 342.000000
14.110000, -30860.000000, 341.000000
14.120000, -30861.000000, 339.000000
14.130000, -30861.000000, 337.000000
14.140000, -30859.000000, 336.000000
14.150000, -30859.000000, 336.000000
14.160000, -30860.000000, 336.000000
14.170000, -30861.000000, 335.000000
14.180000, -30861.000000, 336.000000
14.190000, -30860.000000, 336.000000
14.200000, -30861.000000, 334.000000
14.210000, -30861.000000, 334.000000
14.220000, -30861.000000, 337.000000
14.230000, -30861.000000, 339.000000
14.240000, -30860.000000, 341.000000
14.250000, -30860.000000, 345.000000
14.260000, -30861.000000, 345.000000
14.270000, -30861.000000, 344.000000
14.280000, -30860.000000, 343.000000
14.290000, -30862.000000, 341.000000
14.300000, -30862.000000, 344.000000
14.310000, -30859.000000, 345.000000
14.320000, -30861.000000, 345.000000
14.330000, -30860.000000, 346.000000
14.340000, -30860.000000, 343.000000
14.350000, -30860.000000, 342.000000
14.360000, -30861.000000, 340.000000
14.370000, -30861.000000, 335.000000
14.380000, -30859.000000, 336.000000
14.390000, -30861.000000, 336.000000
14.400000, -30860.000000, 335.000000
14.410000, -30860.000000, 335.000000
14.420000, -30861.000000, 336.000000
14.430000, -30860.000000, 338.000000
14.440000, -30860.000000, 340.000000
14.450000, -30861.000000, 344.000000
14.460000, -30860.000000, 345.000000
14.470000, -30859.000000, 345.000000
14.480000, -30861.000000, 347.000000
14.490000, -30860.000000, 347.000000
14.500000, -30861.000000, 347.000000
14.510000, -30860.000000, 348.000000
14.520000, -30860.000000, 351.000000
14.530000, -30862.000000, 350.000000
14.540000, -30860.000000, 349.000000
14.550000, -30861.000000, 350.000000
14.560000, -30859.000000, 350.000000
14.570000, -30861.000000, 349.000000
14.580000, -30860.000000, 348.000000
14.590000, -30860.000000, 349.000000
14.600000, -30861.000000, 353.000000
14.610000, -30860.000000, 354.000000
14.620000, -30862.000000, 354.000000
14.630000, -30860.000000, 353.000000
14.640000, -30859.000000, 350.000000
14.650000, -30860.000000, 346.000000
14.660000, -30861.000000, 343.000000
14.670000, -30861.000000, 344.000000
14.680000, -30861.000000, 345.000000
14.690000, -30860.000000, 346.000000
14.700000, -30861.000000, 347.000000
14.710000, -30861.000000, 344.000000
14.720000, -30861.000000, 342.000000
14.730000, -30861.000000, 344.000000
14.740000, -30860.000000, 349.000000
14.750000, -30861.000000, 350.000000
14.760000, -30862.000000, 353.000000
14.770000, -30862.000000, 356.000000
14.780000, -30861.000000, 358.000000
14.790000, -30861.000000, 361.000000
14.800000, -30860.000000, 359.000000
14.810000, -30860.000000, 361.000000
14.820000, -30862.000000, 363.000000
14.830000, -30861.000000, 363.000000
14.840000, -30861.000000, 367.000000
14.850000, -30860.000000, 369.000000
14.860000, -30861.000000, 370.000000
14.870000, -30862.000000, 369.000000
14.880000, -30861.000000, 369.000000
14.890000, -30861.000000, 368.000000
14.900000, -30862.000000, 369.000000
14.910000, -30861.000000, 372.000000
14.920000, -30861.000000, 371.000000
14.930000, -30860.000000, 373.000000
14.940000, -30861.000000, 374.000000
14.950000, -30861.000000, 373.000000
14.960000, -30861.000000, 374.000000
14.970000, -30861.000000, 374.000000
14.980000, -30860.000000, 375.000000
14.990000, -30861.000000, 374.000000
15.000000, -30861.000000, 372.000000
15.010000, -30860.000000, 370.000000
15.020000, -30860.000000, 367.000000
15.030000, -30861.000000, 365.000000
15.040000, -30861.000000, 366.000000
15.050000, -30861.000000, 368.000000
15.060000, -30861.000000, 371.000000
15.070000, -30860.000000, 375.000000
15.080000, -30860.000000, 376.000000
15.090000, -30859.000000, 375.000000
15.100000, -30859.000000, 373.000000
15.110000, -30861.000000, 374.000000
15.120000, -30861.000000, 376.000000
15.130000, -30859.000000, 378.000000
15.140000, -30861.000000, 381.000000
15.150000, -30861.000000, 380.000000
15.160000, -30859.000000, 381.000000
15.170000, -30861.000000, 381.000000
15.180000, -30860.000000, 379.000000
15.190000, -30861.000000, 381.000000
15.200000, -30861.000000, 382.000000
15.210000, -30861.000000, 382.000000
15.220000, -30861.000000, 381.000000
15.230000, -30861.000000, 383.000000
15.240000, -30862.000000, 382.000000
15.250000, -30860.000000, 382.000000
15.260000, -30861.000000, 385.000000
15.270000, -30861.000000, 386.000000
15.280000, -30860.000000, 388.000000
15.290000, -30861.000000, 388.000000
15.300000, -30861.000000, 386.000000
15.310000, -30862.000000, 387.000000
15.320000, -30861.000000, 389.000000
15.330000, -30861.000000, 390.000000
15.340000, -30862.000000, 392.000000
15.350000, -30859.000000, 396.000000
15.360000, -30860.000000, 398.000000
15.370000, -30860.000000, 399.000000
15.380000, -30858.000000, 398.000000
15.390000, -30860.000000, 397.000000
15.400000, -30861.000000, 397.000000
15.410000, -30861.000000, 398.000000
15.420000, -30860.000000, 403.000000
15.430000, -30861.000000, 404.000000
15.440000, -30862.000000, 405.000000
15.450000, -30860.000000, 405.000000
15.460000, -30861.000000, 403.000000
15.470000, -30860.000000, 405.000000
15.480000, -30861.000000, 405.000000
15.490000, -30860.000000, 407.000000
15.500000, -30860.000000, 406.000000
15.510000, -30862.000000, 409.000000
15.520000, -30859.000000, 411.000000
15.530000, -30861.000000, 410.000000
15.540000, -30862.000000, 414.000000
15.550000, -30860.000000, 414.000000
15.560000, -30861.000000, 415.000000
15.570000, -30862.000000, 418.000000
15.580000, -30861.000000, 420.000000
15.590000, -30860.000000, 421.000000
15.600000, -30861.000000, 421.000000
15.610000, -30861.000000, 423.000000
15.620000, -30861.000000, 424.000000
15.630000, -30861.000000, 426.000000
15.640000, -30862.000000, 425.000000
15.650000, -30860.000000, 425.000000
15.660000, -30859.000000, 427.000000
15.670000, -30861.000000, 427.000000
15.680000, -30860.000000, 431.000000
15.690000, -30860.000000, 433.000000
15.700000, -30861.000000, 429.000000
15.710000, -30862.000000, 428.000000
15.720000, -30861.000000, 426.000000
15.730000, -30861.000000, 423.000000
15.740000, -30860.000000, 420.000000
15.750000, -30860.000000, 419.000000
15.760000, -30862.000000, 419.000000
15.770000, -30860.000000, 420.000000
15.780000, -30861.000000, 421.000000
15.790000, -30861.000000, 420.000000
15.800000, -30862.000000, 420.000000
15.810000, -30861.000000, 419.000000
15.820000, -30860.000000, 418.000000
15.830000, -30862.000000, 417.000000
15.840000, -30860.000000, 417.000000
15.850000, -30860.000000, 422.000000
15.860000, -30859.000000, 424.000000
15.870000, -30859.000000, 425.000000
15.880000, -30862.000000, 427.000000
15.890000, -30861.000000, 427.000000
15.900000, -30861.000000, 427.000000
15.910000, -30862.000000, 424.000000
15.920000, -30861.000000, 421.000000
15.930000, -30861.000000, 421.000000
15.940000, -30860.000000, 421.000000
15.950000, -30861.000000, 422.000000
15.960000, -30859.000000, 423.000000
15.970000, -30860.000000, 421.000000
15.980000, -30861.000000, 421.000000
15.990000, -30859.000000, 421.000000
16.000000, -30860.000000, 420.000000
16.010000, -30861.000000, 420.000000
16.020000, -30862.000000, 420.000000
16.030000, -30860.000000, 420.000000
16.040000, -30860.000000, 420.000000
16.050000, -30862.000000, 422.000000
16.060000, -30861.000000, 422.000000
16.070000, -30861.000000, 421.000000
16.080000, -30862.000000, 422.000000
16.090000, -30862.000000, 420.000000
16.100000, -30861.000000, 418.000000
16.110000, -30861.000000, 417.000000
16.120000, -30860.000000, 413.000000
16.130000, -30862.000000, 413.000000
16.140000, -30861.000000, 411.000000
16.150000, -30860.000000, 411.000000
16.160000, -30861.000000, 413.000000
16.170000, -30862.000000, 412.000000
16.180000, -30861.000000, 411.000000
16.190000, -30861.000000, 412.000000
16.200000, -30861.000000, 413.000000
16.210000, -30861.000000, 409.000000
16.220000, -30862.000000, 412.000000
16.230000, -30862.000000, 415.000000
16.240000, -30862.000000, 416.000000
16.250000, -30860.000000, 420.000000
16.260000, -30861.000000, 419.000000
16.270000, -30860.000000, 417.000000
16.280000, -30861.000000, 415.000000
16.290000, -30861.000000, 414.000000
16.300000, -30860.000000, 413.000000
16.310000, -30861.000000, 412.000000
16.320000, -30862.000000, 411.000000
16.330000, -30862.000000, 411.000000
16.340000, -30861.000000, 411.000000
16.350000, -30861.000000, 407.000000
16.360000, -30861.000000, 408.000000
16.370000, -30861.000000, 407.000000
16.380000, -30862.000000, 407.000000
16.390000, -30861.000000, 408.000000
16.400000, -30861.000000, 407.000000
16.410000, -30859.000000, 408.000000
16.420000, -30860.000000, 407.000000
16.430000, -30860.000000, 409.000000
16.440000, -30860.000000, 410.000000
16.450000, -30861.000000, 409.000000
16.460000, -30861.000000, 409.000000
16.470000, -30862.000000, 407.000000
16.480000, -30860.000000, 407.000000
16.490000, -30861.000000, 407.000000
16.500000, -30861.000000, 406.000000
16.510000, -30861.000000, 408.000000
16.520000, -30861.000000, 405.000000
16.530000, -30860.000000, 403.000000
16.540000, -30860.000000, 401.000000
16.550000, -30860.000000, 396.000000
16.560000, -30862.000000, 394.000000
16.570000, -30861.000000, 392.000000
16.580000, -30860.000000, 392.000000
16.590000, -30860.000000, 395.000000
16.600000, -30860.000000, 394.000000
16.610000, -30861.000000, 395.000000
16.620000, -30860.000000, 397.000000
16.630000, -30861.000000, 397.000000
16.640000, -30861.000000, 396.000000
16.650000, -30861.000000, 395.000000
16.660000, -30861.000000, 397.000000
16.670000, -30860.000000, 396.000000
16.680000, -30860.000000, 395.000000
16.690000, -30861.000000, 395.000000
16.700000, -30861.000000, 397.000000
16.710000, -30860.000000, 396.000000
16.720000, -30860.000000, 394.000000
16.730000, -30861.000000, 394.000000
16.740000, -30861.000000, 392.000000
16.750000, -30860.000000, 390.000000
16.760000, -30860.000000, 389.000000
16.770000, -30862.000000, 389.000000
16.780000, -30860.000000, 390.000000
16.790000, -30860.000000, 390.000000
16.800000, -30862.000000, 388.000000
16.810000, -30860.000000, 387.000000
16.820000, -30863.000000, 387.000000
16.830000, -30862.000000, 386.000000
16.840000, -30861.000000, 383.000000
16.850000, -30861.000000, 384.000000
16.860000, -30861.000000, 384.000000
16.870000, -30861.000000, 382.000000
16.880000, -30860.000000, 385.000000
16.890000, -30861.000000, 384.000000
16.900000, -30861.000000, 384.000000
16.910000, -30860.000000, 384.000000
16.920000, -30860.000000, 383.000000
16.930000, -30861.000000, 384.000000
16.940000, -30860.000000, 385.000000
16.950000, -30860.000000, 383.000000
16.960000, -30862.000000, 382.000000
16.970000, -30861.000000, 382.000000
16.980000, -30861.000000, 383.000000
16.990000, -30861.000000, 385.000000
17.000000, -30860.000000, 385.000000
17.010000, -30861.000000, 382.000000
17.020000, -30860.000000, 380.000000
17.030000, -30860.000000, 380.000000
17.040000, -30861.000000, 378.000000
17.050000, -30862.000000, 378.000000
17.060000, -30861.000000, 382.000000
17.070000, -30862.000000, 380.000000
17.080000, -30862.000000, 376.000000
17.090000, -30862.000000, 377.000000
17.100000, -30861.000000, 378.000000
17.110000, -30860.000000, 378.000000
17.120000, -30863.000000, 378.000000
17.130000, -30861.000000, 377.000000
17.140000, -30862.000000, 377.000000
17.150000, -30862.000000, 377.000000
17.160000, -30861.000000, 376.000000
17.170000, -30863.000000, 378.000000
17.180000, -30860.000000, 377.000000
17.190000, -30860.000000, 376.000000
17.200000, -30862.000000, 377.000000
17.210000, -30860.000000, 379.000000
17.220000, -30860.000000, 379.000000
17.230000, -30861.000000, 379.000000
17.240000, -30860.000000, 378.000000
17.250000, -30860.000000, 377.000000
17.260000, -30861.000000, 379.000000
17.270000, -30860.000000, 376.000000
17.280000, -30859.000000, 373.000000
17.290000, -30860.000000, 372.000000
17.300000, -30862.000000, 370.000000
17.310000, -30861.000000, 372.000000
17.320000, -30860.000000, 376.000000
17.330000, -30860.000000, 378.000000
17.340000, -30861.000000, 379.000000
17.350000, -30861.000000, 379.000000
17.360000, -30862.000000, 379.000000
17.370000, -30861.000000, 377.000000
17.380000, -30861.000000, 374.000000
17.390000, -30863.000000, 371.000000
17.400000, -30860.000000, 368.000000
17.410000, -30861.000000, 368.000000
17.420000, -30860.000000, 368.000000
17.430000, -30859.000000, 368.000000
17.440000, -30860.000000, 369.000000
17.450000, -30860.000000, 367.000000
17.460000, -30861.000000, 364.000000
17.470000, -30860.000000, 360.000000
17.480000, -30859.000000, 358.000000
17.490000, -30861.000000, 358.000000
17.500000, -30860.000000, 358.000000
17.510000, -30859.000000, 359.000000
17.520000, -30861.000000, 358.000000
17.530000, -30861.000000, 361.000000
17.540000, -30861.000000, 363.000000
17.550000, -30861.000000, 362.000000
17.560000, -30860.000000, 361.000000
17.570000, -30859.000000, 360.000000
17.580000, -30859.000000, 359.000000
17.590000, -30860.000000, 359.000000
17.600000, -30861.000000, 358.000000
17.610000, -30860.000000, 355.000000
17.620000, -30860.000000, 353.000000
17.630000, -30861.000000, 350.000000
17.640000, -30860.000000, 349.000000
17.650000, -30860.000000, 348.000000
17.660000, -30861.000000, 347.000000
17.670000, -30860.000000, 346.000000
17.680000, -30861.000000, 344.000000
17.690000, -30860.000000, 344.000000
17.700000, -30860.000000, 345.000000
17.710000, -30861.000000, 345.000000
17.720000, -30860.000000, 344.000000
17.730000, -30860.000000, 344.000000
17.740000, -30860.000000, 344.000000
17.750000, -30860.000000, 344.000000
17.760000, -30860.000000, 346.000000
17.770000, -30861.000000, 345.000000
17.780000, -30861.000000, 344.000000
17.790000, -30861.000000, 343.000000
17.800000, -30862.000000, 342.000000
17.810000, -30860.000000, 341.000000
17.820000, -30860.000000, 340.000000
17.830000, -30862.000000, 341.000000
17.840000, -30862.000000, 340.000000
17.850000, -30862.000000, 340.000000
17.860000, -30860.000000, 339.000000
17.870000, -30860.000000, 338.000000
17.880000, -30862.000000, 339.000000
17.890000, -30861.000000, 338.000000
17.900000, -30861.000000, 336.000000
17.910000, -30861.000000, 336.000000
17.920000, -30861.000000, 335.000000
17.930000, -30861.000000, 333.000000
17.940000, -30861.000000, 331.000000
17.950000, -30860.000000, 331.000000
17.960000, -30861.000000, 332.000000
17.970000, -30860.000000, 333.000000
17.980000, -30860.000000, 333.000000
17.990000, -30861.000000, 335.000000
18.000000, -30861.000000, 334.000000
18.010000, -30861.000000, 333.000000
18.020000, -30860.000000, 333.000000
18.030000, -30861.000000, 332.000000
18.040000, -30861.000000, 332.000000
18.050000, -30861.000000, 330.000000
18.060000, -30861.000000, 330.000000
18.070000, -30860.000000, 332.000000
18.080000, -30861.000000, 329.000000
18.090000, -30860.000000, 326.000000
18.100000, -30860.000000, 326.000000
18.110000, -30860.000000, 324.000000
18.120000, -30860.000000, 323.000000
18.130000, -30861.000000, 324.000000
18.140000, -30861.000000, 325.000000
18.150000, -30861.000000, 327.000000
18.160000, -30860.000000, 325.000000
18.170000, -30862.000000, 323.000000
18.180000, -30861.000000, 322.000000
18.190000, -30861.000000, 319.000000
18.200000, -30860.000000, 318.000000
18.210000, -30860.000000, 316.000000
18.220000, -30860.000000, 316.000000
18.230000, -30860.000000, 317.000000
18.240000, -30861.000000, 315.000000
18.250000, -30861.000000, 317.000000
18.260000, -30861.000000, 317.000000
18.270000, -30860.000000, 317.000000
18.280000, -30860.000000, 316.000000
18.290000, -30860.000000, 316.000000
18.300000, -30860.000000, 315.000000
18.310000, -30861.000000, 314.000000
18.320000, -30861.000000, 316.000000
18.330000, -30860.000000, 316.000000
18.340000, -30860.000000, 320.000000
18.350000, -30861.000000, 323.000000
18.360000, -30861.000000, 325.000000
18.370000, -30861.000000, 323.000000
18.380000, -30861.000000, 322.000000
18.390000, -30861.000000, 322.000000
18.400000, -30861.000000, 321.000000
18.410000, -30860.000000, 324.000000
18.420000, -30860.000000, 324.000000
18.430000, -30861.000000, 327.000000
18.440000, -30860.000000, 329.000000
18.450000, -30860.000000, 328.000000
18.460000, -30862.000000, 329.000000
18.470000, -30861.000000, 327.000000
18.480000, -30860.000000, 328.000000
18.490000, -30861.000000, 325.000000
18.500000, -30860.000000, 323.000000
18.510000, -30861.000000, 325.000000
18.520000, -30861.000000, 327.000000
18.530000, -30861.000000, 328.000000
18.540000, -30861.000000, 328.000000
18.550000, -30859.000000, 329.000000
18.560000, -30861.000000, 330.000000
18.570000, -30861.000000, 329.000000
18.580000, -30861.000000, 331.000000
18.590000, -30861.000000, 333.000000
18.600000, -30861.000000, 333.000000
18.610000, -30861.000000, 334.000000
18.620000, -30860.000000, 335.000000
18.630000, -30860.000000, 334.000000
18.640000, -30861.000000, 335.000000
18.650000, -30860.000000, 334.000000
18.660000, -30861.000000, 333.000000
18.670000, -30861.000000, 335.000000
18.680000, -30860.000000, 335.000000
18.690000, -30861.000000, 336.000000
18.700000, -30860.000000, 335.000000
18.710000, -30861.000000, 335.000000
18.720000, -30860.000000, 335.000000
18.730000, -30861.000000, 334.000000
18.740000, -30860.000000, 337.000000
18.750000, -30860.000000, 337.000000
18.760000, -30863.000000, 338.000000
18.770000, -30860.000000, 337.000000
18.780000, -30862.000000, 338.000000
18.790000, -30860.000000, 341.000000
18.800000, -30860.000000, 339.000000
18.810000, -30862.000000, 340.000000
18.820000, -30860.000000, 341.000000
18.830000, -30860.000000, 343.000000
18.840000, -30860.000000, 344.000000
18.850000, -30861.000000, 346.000000
18.860000, -30862.000000, 351.000000
18.870000, -30861.000000, 352.000000
18.880000, -30861.000000, 351.000000
18.890000, -30860.000000, 352.000000
18.900000, -30860.000000, 355.000000
18.910000, -30862.000000, 354.000000
18.920000, -30861.000000, 353.000000
18.930000, -30860.000000, 355.000000
18.940000, -30861.000000, 356.000000
18.950000, -30861.000000, 357.000000
18.960000, -30861.000000, 358.000000
18.970000, -30861.000000, 359.000000
18.980000, -30859.000000, 360.000000
18.990000, -30860.000000, 361.000000
19.000000, -30860.000000, 363.000000
19.010000, -30860.000000, 363.000000
19.020000, -30862.000000, 364.000000
19.030000, -30862.000000, 367.000000
19.040000, -30860.000000, 366.000000
19.050000, -30862.000000, 366.000000
19.060000, -30862.000000, 368.000000
19.070000, -30861.000000, 374.000000
19.080000, -30861.000000, 375.000000
19.090000, -30861.000000, 375.000000
19.100000, -30861.000000, 378.000000
19.110000, -30861.000000, 377.000000
19.120000, -30861.000000, 378.000000
19.130000, -30861.000000, 379.000000
19.140000, -30861.000000, 381.000000
19.150000, -30861.000000, 385.000000
19.160000, -30860.000000, 389.000000
19.170000, -30861.000000, 393.000000
19.180000, -30861.000000, 396.000000
19.190000, -30861.000000, 398.000000
19.200000, -30862.000000, 396.000000
19.210000, -30860.000000, 394.000000
19.220000, -30860.000000, 393.000000
19.230000, -30861.000000, 394.000000
19.240000, -30861.000000, 395.000000
19.250000, -30861.000000, 397.000000
19.260000, -30860.000000, 395.000000
19.270000, -30861.000000, 396.000000
19.280000, -30861.000000, 398.000000
19.290000, -30861.000000, 398.000000
19.300000, -30861.000000, 401.000000
19.310000, -30861.000000, 401.000000
19.320000, -30862.000000, 401.000000
19.330000, -30860.000000, 403.000000
19.340000, -30861.000000, 404.000000
19.350000, -30862.000000, 405.000000
19.360000, -30860.000000, 407.000000
19.370000, -30861.000000, 407.000000
19.380000, -30862.000000, 406.000000
19.390000, -30862.000000, 406.000000
19.400000, -30860.000000, 407.000000
19.410000, -30861.000000, 409.000000
19.420000, -30861.000000, 408.000000
19.430000, -30860.000000, 408.000000
19.440000, -30860.000000, 408.000000
19.450000, -30861.000000, 406.000000
19.460000, -30861.000000, 407.000000
19.470000, -30861.000000, 409.000000
19.480000, -30861.000000, 411.000000
19.490000, -30861.000000, 413.000000
19.500000, -30861.000000, 415.000000
19.510000, -30860.000000, 414.000000
19.520000, -30861.000000, 415.000000
19.530000, -30859.000000, 417.000000
19.540000, -30860.000000, 418.000000
19.550000, -30861.000000, 420.000000
19.560000, -30859.000000, 420.000000
19.570000, -30860.000000, 422.000000
19.580000, -30860.000000, 424.000000
19.590000, -30860.000000, 422.000000
19.600000, -30860.000000, 422.000000
19.610000, -30860.000000, 422.000000
19.620000, -30860.000000, 423.000000
19.630000, -30859.000000, 424.000000
19.640000, -30860.000000, 425.000000
19.650000, -30860.000000, 429.000000
19.660000, -30860.000000, 428.000000
19.670000, -30860.000000, 428.000000
19.680000, -30861.000000, 430.000000
19.690000, -30861.000000, 430.000000
19.700000, -30860.000000, 432.000000
19.710000, -30860.000000, 432.000000
19.720000, -30861.000000, 432.000000
19.730000, -30860.000000, 431.000000
19.740000, -30860.000000, 428.000000
19.750000, -30860.000000, 426.000000
19.760000, -30860.000000, 425.000000
19.770000, -30861.000000, 427.000000
19.780000, -30859.000000, 430.000000
19.790000, -30859.000000, 432.000000
19.800000, -30860.000000, 431.000000
19.810000, -30861.000000, 430.000000
19.820000, -30862.000000, 430.000000
19.830000, -30861.000000, 428.000000
19.840000, -30861.000000, 427.000000
19.850000, -30862.000000, 428.000000
19.860000, -30860.000000, 428.000000
19.870000, -30860.000000, 429.000000
19.880000, -30861.000000, 432.000000
19.890000, -30860.000000, 431.000000
19.900000, -30861.000000, 431.000000
19.910000, -30861.000000, 433.000000
19.920000, -30860.000000, 434.000000
19.930000, -30861.000000, 433.000000
19.940000, -30859.000000, 433.000000
19.950000, -30859.000000, 432.000000
19.960000, -30860.000000, 431.000000
19.970000, -30860.000000, 432.000000
19.980000, -30860.000000, 433.000000
19.990000, -30860.000000, 434.000000
20.000000, -30860.000000, 435.000000
20.010000, -30860.000000, 434.000000
20.020000, -30860.000000, 435.000000
20.030000, -30860.000000, 434.000000
20.040000, -30861.000000, 433.000000
20.050000, -30859.000000, 430.000000
20.060000, -30861.000000, 430.000000
20.070000, -30861.000000, 433.000000
20.080000, -30860.000000, 433.000000
20.090000, -30860.000000, 437.000000
20.100000, -30859.000000, 437.000000
20.110000, -30860.000000, 435.000000
20.120000, -30859.000000, 434.000000
20.130000, -30860.000000, 433.000000
20.140000, -30860.000000, 432.000000
20.150000, -30860.000000, 428.000000
20.160000, -30861.000000, 428.000000
20.170000, -30861.000000, 427.000000
20.180000, -30860.000000, 427.000000
20.190000, -30861.000000, 426.000000
20.200000, -30861.000000, 423.000000
20.210000, -30860.000000, 422.000000
20.220000, -30861.000000, 423.000000
20.230000, -30859.000000, 423.000000
20.240000, -30860.000000, 423.000000
20.250000, -30861.000000, 426.000000
20.260000, -30860.000000, 426.000000
20.270000, -30861.000000, 426.000000
20.280000, -30860.000000, 427.000000
20.290000, -30861.000000, 426.000000
20.300000, -30861.000000, 429.000000
20.310000, -30861.000000, 429.000000
20.320000, -30862.000000, 427.000000
20.330000, -30860.000000, 426.000000
20.340000, -30860.000000, 425.000000
20.350000, -30862.000000, 424.000000
20.360000, -30860.000000, 421.000000
20.370000, -30861.000000, 421.000000
20.380000, -30861.000000, 418.000000
20.390000, -30859.000000, 418.000000
20.400000, -30861.000000, 420.000000
20.410000, -30861.000000, 416.000000
20.420000, -30860.000000, 418.000000
20.430000, -30859.000000, 418.000000
20.440000, -30860.000000, 418.000000
20.450000, -30861.000000, 417.000000
20.460000, -30859.000000, 416.000000
20.470000, -30860.000000, 417.000000
20.480000, -30861.000000, 415.000000
20.490000, -30861.000000, 414.000000
20.500000, -30860.000000, 415.000000
20.510000, -30861.000000, 417.000000
20.520000, -30861.000000, 416.000000
20.530000, -30861.000000, 414.000000
20.540000, -30861.000000, 414.000000
20.550000, -30860.000000, 411.000000
20.560000, -30862.000000, 407.000000
20.570000, -30861.000000, 406.000000
20.580000, -30862.000000, 406.000000
20.590000, -30861.000000, 406.000000
20.600000, -30861.000000, 406.000000
20.610000, -30861.000000, 405.000000
20.620000, -30860.000000, 408.000000
20.630000, -30862.000000, 409.000000
20.640000, -30860.000000, 409.000000
20.650000, -30860.000000, 408.000000
20.660000, -30860.000000, 405.000000
20.670000, -30861.000000, 403.000000
20.680000, -30861.000000, 399.000000
20.690000, -30861.000000, 398.000000
20.700000, -30861.000000, 398.000000
20.710000, -30860.000000, 394.000000
20.720000, -30860.000000, 393.000000
20.730000, -30859.000000, 392.000000
20.740000, -30862.000000, 390.000000
20.750000, -30861.000000, 390.000000
20.760000, -30860.000000, 389.000000
20.770000, -30861.000000, 387.000000
20.780000, -30860.000000, 389.000000
20.790000, -30860.000000, 389.000000
20.800000, -30861.000000, 390.000000
20.810000, -30861.000000, 390.000000
20.820000, -30859.000000, 387.000000
20.830000, -30860.000000, 388.000000
